subject,session,AcqGroup
sub-1761492502,PNC1,1
sub-1762027912,PNC1,1
sub-1799875502,PNC1,1
sub-1795409854,PNC1,1
sub-1794346030,PNC1,1
sub-1790488894,PNC1,1
sub-1789695979,PNC1,1
sub-1786969075,PNC1,1
sub-1786222403,PNC1,1
sub-1785444398,PNC1,1
sub-1782265789,PNC1,1
sub-1781775187,PNC1,1
sub-1781205887,PNC1,1
sub-1778227059,PNC1,1
sub-1773584299,PNC1,1
sub-1770415263,PNC1,1
sub-1767985023,PNC1,1
sub-1764158413,PNC1,1
sub-1762102677,PNC1,1
sub-1687224870,PNC1,1
sub-1804310687,PNC1,1
